function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
9;nbody.g;move_particles;nbody.c:44-85;100;7.73;;;;;;"100,0,0,0,0,0,0,0,0,0";
