function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
9;nbody.g;move_particles;nbodySoA.c:55-98;100;2.52;2.52;2.52;2.52;0;1;"100,0,0,0,0,0,0,0,0,0";
